Tarifpunkt,IBNR,Bahnhofstatus,Verbund,Regionen,Gleichstellung zu beachten
München-Mittersend.,4154,NAST,MVV,264,*
München-Moosach,4155,NAST,MVV,264,*
München-Neuaubing,4156,NAST,MVV,91,*
München-Neuperl.S,6696,NAST,MVV,264,*
München-Obermenzing,4157,NAST,MVV,264,*
München Ost,262,AST,MVV,"264,317",*
München-Pasing,4158,HAST,MVV,"310,264,650,91",*
München-Perlach,4159,NAST,MVV,264,*
München-Riem,4160,NAST,MVV,264,*
München Rosenh.Pl.,4136,NAST,MVV,317,*
München Siemensw.,4137,NAST,MVV,264,*
München-Solln,4161,NAST,MVV,264,*
München St Martin.,4138,NAST,MVV,264,*
München-Trudering,4162,NAST,MVV,264,*
München-Untermenzin,4139,NAST,MVV,264,*
München-Westkreuz,4163,NAST,MVV,91,*
Münchhausen,4164,NAST,RMV,202,
Münchsmünster,4165,NAST,,314,
Münchweiler(Alsenz),4176,NAST,VRN,437,
Münchweiler(Rodalb),4166,NAST,VRN,253,
Munderkingen,4182,NAST,DIN,399,
Münnerstadt,4169,NAST,,343,
Münsingen,4170,NAST,NAL,399,
Münster/Os.Flughaf.,3482,NAST,,345,
Münster(Hessen),4171,NAST,RMV,254,
Munster(Örtze),4183,NAST,HVV,390,
Münster(W)Zentrum N,4173,NAST,VGM,459,*
Münster(Westf)Hbf,263,HAST,VGM,"464,177,105,345,458,459,460,463",*
Münster-Albachten,462,NAST,VGM,464,*
Münster-Amelsbüren,569,NAST,VGM,460,*
Münster-Häger,4426,NAST,VGM,459,*
Münster-Hiltrup,2841,NAST,VGM,177,*
Münster-Mecklenbeck,3934,NAST,VGM,105,*
Münster-Roxel,4190,NAST,VGM,105,*
Münster-Sarmsheim,4172,NAST,RNN,280,
Münster-Sprakel,5635,NAST,VGM,459,*
Münstertal(Schw),4119,NAST,RVF,26,
Münzesheim,4123,NAST,KVV,108,
Murg(Baden),4184,NAST,WTV,330,
Mürlenbach,4174,NAST,VRT,296,
Murnau,4185,NAST,,125,
Murnau Ort,4186,NAST,,125,
Murr,4187,NAST,VVS,239,
Murrhardt,4188,NAST,VVS,543,
Mürsbach,4175,NAST,,356,
Musau,6754,NAST,VVT,79,
Mußbach,4189,NAST,VRN,133,
Müssen,4177,NAST,HVV,14,
Nabburg,4191,NAST,,418,
Nachterstedt-Hoym,12410,NAST,MAR,1054,
Nackenheim,4193,NAST,RNN,71,
Nagold,4196,NAST,VGC,266,
Nagold-Iselshausen,4202,NAST,VGC,266,
Nagold Stadtmitte,4201,NAST,VGC,266,
Nagold-Steinberg,4195,NAST,VGC,266,
Naila,4198,NAST,VGN,145,
Namborn,4199,NAST,SVV,381,
Namedy,4200,NAST,VRM,222,
Narsdorf,10238,AST,MDV,"481,410",
Nassau(Erzgeb),12412,NAST,VMS,333,
Nassau(Lahn),4206,NAST,VRM,393,
Nassenbeuren,4207,NAST,,413,
Nassenheide,12413,NAST,VBB,1034,
Natrup-Hagen,4208,NAST,,458,
Nauen,10239,HAST,VBB,"1031,1351",
Nauendorf(Saalkr),12414,NAST,MDV,462,
Nauheim(b Gr.Gerau),4210,NAST,RMV,414,
Naumburg(Saale)Hbf,10240,HAST,MDV,"339,1061,1038,398",
Naumburg(Saale)Ost,12415,NAST,MDV,339,
Naumburg-Roßbach,12429,NAST,MDV,1061,
Naunhof,12416,NAST,MDV,312,
Neanderthal,4213,NAST,VRR,214,
Nebra,12417,NAST,MDV,1061,
Nechlin,12418,NAST,VBB,1232,
Neckarbischofsheim N,4225,NAST,VRN,131,
Neckarburken,4215,NAST,VRN,465,
Neckargemünd,265,AST,VRN,"131,451,254",
Neckargemünd Altst.,4217,NAST,VRN,254,
Neckargerach,4216,NAST,VRN,254,
Neckarhausen b Necka,4218,NAST,VRN,254,
Neckarsteinach,4219,NAST,VRN,254,
Neckarsulm,4220,NAST,HNV,243,
Neckarsulm Mitte,4232,NAST,HNV,243,
Neckarsulm Nord,4238,NAST,HNV,243,
Neckarsulm Süd,4226,NAST,HNV,243,
Neckarzimmern,4222,NAST,VRN,277,
Neef,4223,NAST,VRM,296,
Neetzendorf,4227,NAST,HVV,392,
Neetzka,12421,NAST,,1206,
Neheim-Hüsten,4228,NAST,VRL,260,
Nehren,4229,NAST,NAL,399,
Neidenfels,4231,NAST,VRN,437,
Neidenstein,4221,NAST,VRN,131,
Neinstedt,12423,NAST,,1054,
Nellmersbach,4233,NAST,VVS,554,
Nemmenich,4234,NAST,AVV,23,
Nemsdorf-Göhrendorf,12424,NAST,MDV,1071,
Nendingen(b Tuttl),4235,NAST,TUT,399,
Nennhausen,12425,NAST,VBB,1123,
Nennig,4236,NAST,SVV,186,
Nennigmühle,12426,NAST,VMS,1116,
Nenzingen,4237,NAST,VHB,485,
Nersingen,4239,NAST,DIN,409,
Nesselwang,4240,NAST,,79,
Nettersheim,4242,NAST,VRS,450,
Netzeband,12428,NAST,VBB,1075,
Netzschkau,12430,NAST,VVV,269,
Neu-Anspach,3444,NAST,RMV,380,
Neubäu,4250,NAST,VLC,407,
Neubiberg,4252,NAST,MVV,264,*
Neubrandenburg,10241,AST,,"1204,1206,1014,395",
Neubrücke(Nahe),4253,NAST,RNN,437,
Neu Büddenstedt,4245,NAST,VRB,123,
Neubukow,12438,NAST,VVW,1212,
Neuburg(Donau),4254,NAST,,415,
Neuburg(Kammel),4256,NAST,,413,
Neuburg(Rhein),4257,NAST,KVV,36,
Neudenau,4258,NAST,HNV,278,
Neudietendorf,10242,NAST,VMT,484,
Neu-Edingen/Fried.,631,NAST,VRN,74,*
Neuenburg(Baden),6901,NAST,RVF,26,
Neuenburg(Baden)(Gr),6924,NAST,RVF,26,
Neuenbürg(Enz),4265,NAST,VPE,524,*
Neuenbürg(Enz) Süd,4264,NAST,VPE,524,*
Neuendettelsau,4268,NAST,VGN,10,
Neuenhagen(b Berlin),11558,NAST,VBB,1034,
Neuenhaus,4262,NAST,,334,
Neuenhaus Süd,4261,NAST,,334,
Neuenkirchen(Oldb),4271,NAST,,42,
Neuenmarkt-Wirsberg,267,HAST,VGN,"145,371,237",
Neuenrade,4273,NAST,VRL,232,
Neuenreuth(b Creuß),4275,NAST,VGN,314,
Neuenstein,4276,NAST,HNV,243,
Neue Schenke,12443,NAST,VMT,1306,*
Neufahrn(b Freising),4279,NAST,MVV,264,
Neufahrn(Niederbay),688,NAST,,61,
Neufra(Hohenz),4281,NAST,NAL,399,
Neugersdorf,12454,NAST,VON,298,
Neugilching,4249,NAST,MVV,91,
Neuhaus(Oste),4283,NAST,,34,
Neuhaus(Pegnitz),4284,NAST,VGN,314,
Neuhaus am Rennweg,12453,NAST,,1310,
Neuhausen(Cottbus),12456,NAST,VBB,447,
Neuhausen Bad Bf,4289,NAST,,330,
Neuhaus-Igelshieb,12452,NAST,,1310,
Neuhof(b Zossen),12458,NAST,VBB,448,
Neuhof(Kr Fulda),4295,NAST,RMV,343,
Neu-Isenburg,4246,NAST,RMV,98,
Neukieritzsch,10243,AST,MDV,"481,1017,1037",
Neukirch(Lausitz)Ost,12460,NAST,VON,298,
Neukirch(Lausitz)W,10400,NAST,VON,298,
Neukirchen(b Sulzb),269,AST,VGN,"418,569,314",
Neukirchen(Inn),4298,NAST,VLP,93,
Neukirchen-Klaffenb,12462,NAST,VMS,33,*
Neukirchen-Wyhra,12463,NAST,MDV,481,
Neukloster(Kr Stade),4302,NAST,HVV,126,
Neulußheim,4304,NAST,VRN,74,
Neumark(Sachs),10244,AST,VVV,"482,269",
Neumarkt(Oberpf),4305,NAST,VGN,314,
Neumarkt-St Veit,720,NAST,,93,
Neumühle(Elster),12465,NAST,,268,
Neumünster,271,HAST,SHT,"497,308,500,494,495",*
Neumünster Stadtw,4303,NAST,SHT,500,
Neumünster Süd,4307,NAST,SHT,495,
Neundorf(Anh),12467,NAST,MAR,1105,
Neunhofen,12468,NAST,VMT,1323,
Neunkirch,4308,NAST,,330,
Neunkirchen(Kr Sieg),4313,NAST,,274,
Neunkirchen(Saar)Hbf,272,AST,SVV,"369,376,381,158",
Neunkirchen(Saar)-W.,4312,NAST,SVV,369,
Neunkirchen a Brand,4309,NAST,VGN,146,
Neunkirchen a Sand,4310,NAST,VGN,314,
Neuoelsnitz,10245,NAST,VMS,33,
Neuötting,4315,NAST,,309,
Neupetershain,12469,NAST,VBB,448,
Neuruppin Rheinsb T,10175,NAST,VBB,1358,
Neuruppin West,10246,AST,VBB,"1075,1358",
Neusalza-Spremberg,12470,NAST,VON,298,
Neusäß,4318,NAST,AVV,413,*
Neuses(b Kronach),4319,NAST,VGN,145,
Neusorg,4321,NAST,VGN,113,
Neusörnewitz,12471,NAST,VVO,479,
Neuss Allerheiligen,4335,NAST,VRR,191,*
Neuss Am Kaiser,4320,NAST,VRR,693,*
Neuss Hbf,274,AST,VRR,"225,693,86,247,191",*
Neuss Rheinpark Cent,4316,NAST,VRR,693,*
Neuss Süd,4317,NAST,VRR,191,*
Neustadt(Aisch)Bahnh,4323,NAST,VGN,57,
Neustadt(Aisch)Mitte,4336,NAST,VGN,57,
Neustadt(Aisch)Stadt,4324,NAST,VGN,57,
Neustadt(b Coburg),4325,NAST,VGN,360,
Neustadt(Donau),4326,NAST,,314,
Neustadt(Dosse),10248,AST,VBB,"1351,1229",
Neustadt(Holst),4327,NAST,SHT,304,
Neustadt(Kr Marburg),4328,NAST,RMV,284,
Neustadt(Orla),12472,NAST,VMT,1323,
Neustadt(Sachs),10249,NAST,VVO,1096,
Neustadt(Schwarzw),4331,NAST,RVF,21,
Neustadt(Waldnaab),4332,NAST,,153,
Neustadt(Weinstr)Hbf,275,HAST,VRN,"133,437,504",*
Neustadt(Wstr) Süd,4306,NAST,VRN,504,*
Neustadt a Rübenbge,4322,NAST,GVH,70,
Neustadt-Böbig,4489,NAST,VRN,133,*
Neustadt-Hohenacker,4333,NAST,VVS,554,
Neustift(b Passau),4334,NAST,VLP,93,
Neustrelitz Hbf,10250,HAST,,"1014,367",
Neutrebbin,12475,NAST,VBB,1034,
Neu-Ulm,6730,NAST,DIN,409,*
Neuwied,276,AST,VRM,"124,222",
Neuwirtshaus(Por.pl),4338,NAST,VVS,137,*
Neu Wokern,12436,NAST,VVW,395,
Neu Wulmstorf,4247,NAST,HVV,126,*
Neuzelle,12479,NAST,VBB,449,
Nidda,277,AST,RMV,"336,325",
Nidderau,158,AST,RMV,"336,400,401,380",
Nidderau-Eichen,1701,NAST,RMV,336,
Nidderau-Windecken,6465,NAST,RMV,380,
Nideggen-Brück,4300,NAST,,65,
Niebüll,4343,NAST,SHT,667,
Niedaltdorf,4344,NAST,SVV,172,
Niederau,12482,NAST,VVO,363,
Niederau-Tuchmühle,4301,NAST,,65,*
Niederbiegen,4362,NAST,BOD,80,*
Niederbobritzsch,12483,NAST,VMS,426,
Niederbrechen,4364,NAST,RMV,51,
Niederdollendorf,4366,NAST,VRS,124,
Niederdorf(Erzgeb),13459,NAST,VMS,33,
Niederdorfelden,4367,NAST,RMV,380,
Niederdresselndorf,4369,NAST,,274,
Niedererbach,4373,NAST,,320,
Niederfinow,12485,NAST,VBB,1231,
Nieder Flörsheim-D.,4345,NAST,VRN,11,
Niedergörsdorf,12487,NAST,VBB,1156,
Niederhadamar,4376,NAST,RMV,320,
Niederheimbach,4379,NAST,RNN,315,
Niederhöchstadt,4380,NAST,RMV,380,
Niederhövels,4381,NAST,VRM,271,
Nieder Ingelbach,4346,NAST,VRM,257,
Niederjosbach,4382,NAST,RMV,51,
Niederlahnstein,278,AST,VRM,"135,393,394",
Niederlauer,4389,NAST,,343,
Niederlehme,12489,NAST,VBB,1065,
Niederlindhart,4391,NAST,,61,
Niederlinxweiler,4392,NAST,SVV,381,
Niedermittlau,4395,NAST,RMV,457,
Niedermohr,4396,NAST,,194,
Niedermurach,4397,NAST,,418,
Niederndodeleben,12490,NAST,MAR,1100,
Niederndorf,4398,NAST,VGN,680,
Niedernhausen(Ts),4400,NAST,RMV,51,
Niederoderwitz,12491,NAST,VON,298,
Nieder Ohmen,4348,NAST,RMV,329,
Nieder Olm,4349,NAST,RNN,156,
Niederpöllnitz,12493,NAST,VMT,268,
Niederraunau,4401,NAST,,413,
Niederroth,4404,NAST,MVV,264,
Niedersachswerfen,12494,NAST,,1319,
Niederscheld(Dillk)S,4405,NAST,RMV,322,
Niederschelden,4406,NAST,VRM,272,*
Niederschelden Nord,4407,NAST,VGW,272,*
Niederschlottwitz,12497,NAST,VVO,1113,
Niederschmalkalden,12498,NAST,,45,
Niederselters,4409,NAST,RMV,51,
Niederspier,12500,NAST,,358,
Niedersteinbach,4411,NAST,VAB,455,*
Niederstetten,4412,NAST,VRN,346,
Niederstotzingen,4413,NAST,HTV,115,
Niederstraß,4414,NAST,,55,
Niedertrebra,12502,NAST,VMT,398,
Niederviehbach,4416,NAST,,265,
Niederwalgern,4417,NAST,RMV,674,
Niederwalluf,4418,NAST,RMV,394,
Niederwartha,12503,NAST,VVO,363,*
Niederweimar,4420,NAST,RMV,674,*
Niederwiesa,10253,NAST,VMS,434,
Niederwillingen,12504,NAST,VMT,484,
Niederwinden,4423,NAST,RVF,29,
Nieder Wöllstadt,4353,NAST,RMV,380,
Niederwürschnitz,12505,NAST,VMS,33,
Niederzeuzheim,4424,NAST,RMV,320,
Niederzwönitz,12499,NAST,VMS,33,
Niefern,4425,NAST,VPE,190,
Niemberg,12506,NAST,MDV,1027,
Nienburg(Saale),12507,NAST,MAR,385,
Nienburg(Weser),279,AST,,"70,167,9",
Nienhagen(Halberst),10254,NAST,MAR,352,
Nierstein,4432,NAST,RNN,71,
Niesky,13493,NAST,VON,447,
Nieukerk,4433,NAST,VRR,141,
Nievenheim,4434,NAST,VRR,191,
Nievern,4435,NAST,VRM,393,
Niklashausen,4437,NAST,VRN,468,*
Nimburg(Baden),4421,NAST,RVF,29,
Nistertal-Bad Marien,1819,NAST,,257,
Nittel,4438,NAST,VRT,186,
Nöbdenitz,12509,NAST,MDV,477,
Nohen,4444,NAST,RNN,437,
Nohfelden,4445,NAST,SVV,437,
Nohra(Weimar),12511,NAST,VMT,1305,*
Nohra(Wipper),12512,NAST,,1318,
Nonnenhorn,4446,NAST,BOD,279,
Norddeich,4449,NAST,,147,*
Norddeich Mole,4439,NAST,,147,*
Norden,800,AST,,"147,431",
Nordendorf,4451,NAST,AVV,413,
Nordenham,4452,NAST,VBN,326,
Nordhalben,4455,NAST,VGN,145,
Nordhastedt,4456,NAST,SHT,500,
Nordhausen,10256,HAST,,"1318,1319,1081",
Nordhausen-Salza,12516,NAST,,1319,
Nordheim(Württ),4458,NAST,HNV,245,
Nordheim v Rhön,4457,NAST,,408,
Nordholz,4460,NAST,VBN,34,
Nordhorn,4467,NAST,,334,
Nordhorn-Blanke,4465,NAST,,334,
Nördlingen,280,NAST,OAM,2,
Nordstemmen,282,AST,,69,
Nordwalde,4461,NAST,VGM,459,
Norf,4462,NAST,VRR,191,*
Norheim,4463,NAST,RNN,437,
Norsingen,4464,NAST,RVF,26,
Nörten-Hardenberg,4441,NAST,VSN,119,
Northeim(Han),283,AST,VSN,"112,114,373,119",
Nortorf,4466,NAST,SHT,308,
Nörv.-Rommelsheim,4371,NAST,AVV,23,
Nörvenich-Binsfeld,4370,NAST,AVV,23,
Nottuln-Appelhülsen,595,NAST,VGM,464,
Nufringen,4490,NAST,VVS,470,
Nünchritz,12523,NAST,VVO,363,
Nürnberg-Dürrenhof,4442,NAST,VGN,314,*
Nürnberg-Dutzendt.,4476,NAST,VGN,314,*
Nürnberg-Eibach,4477,NAST,VGN,6,*
Nürnberg-Erlensteg.,4478,NAST,VGN,314,*
Nürnberg Frankensta,4493,NAST,VGN,314,*
Nürnberg-Gleißh.,5304,NAST,VGN,314,*
Nürnberg Hbf,284,HAST,VGN,"146,6,10,314",*
Nürnberg-Laufamholz,4480,NAST,VGN,314,*
Nürnberg-Mögeldorf,4481,NAST,VGN,314,*
Nürnberg Nordost,4469,NAST,VGN,146,*
Nürnberg Ost,4471,NAST,VGN,314,*
Nürnberg Ostring,4470,NAST,VGN,314,*
Nürnberg-Rehhof,4491,NAST,VGN,314,*
Nürnberg-Reichelsd.,4483,NAST,VGN,6,*
Nürnberg Rothenb.,4473,NAST,VGN,6,*
Nürnberg-Sandreuth,4484,NAST,VGN,6,*
Nürnberg-Schweinau,4485,NAST,VGN,10,*
Nürnberg-Stein,4486,NAST,VGN,10,*
Nürnberg-Steinbühl,4487,NAST,VGN,6,*
Nürtingen,4488,NAST,VVS,282,
Oberachern,4494,NAST,TGO,681,
Oberachern Bindfaden,4495,NAST,TGO,681,
Oberaichen,4496,NAST,VVS,470,
Oberammergau,4503,NAST,,125,
Oberasbach,4504,NAST,VGN,10,
Oberau,4506,NAST,,125,
Oberaudorf,4507,NAST,MVV,323,
Oberbach,4510,NAST,,343,
Oberbettingen-Hilles,4513,NAST,VRT,450,
Oberbillig,4514,NAST,VRT,186,
Oberbimbach,4515,NAST,RMV,165,
Oberboihingen,4517,NAST,VVS,282,
Oberbrechen,4518,NAST,RMV,51,
Oberdachstetten,4521,NAST,VGN,101,
Oberderdingen-Flehi.,4459,NAST,KVV,131,
Obereichstätt,4524,NAST,,314,
Oberelchingen,4525,NAST,DIN,115,
Oberelsungen,4526,NAST,NVV,476,
Obererbach,4527,NAST,VRM,257,
Oberesslingen,4528,NAST,VVS,137,*
Oberferrieden,4529,NAST,VGN,314,
Obergriesbach,4532,NAST,AVV,310,
Obergrunstedt,12524,NAST,VMT,1305,*
Oberhaid,4533,NAST,VGN,19,
Oberharmersbach Dorf,4543,NAST,TGO,206,
Oberharmersbach-Rier,4544,NAST,TGO,206,
Oberhausen Hbf,286,HAST,VRR,"196,197,168,169,174",*
Oberhausen-Holten,4540,NAST,VRR,168,*
Oberhausen-Osterf.S,4541,NAST,VRR,169,*
Oberhausen-Sterkrade,4542,NAST,VRR,168,*
Oberholz,12526,NAST,MDV,481,
Oberkirch,4545,NAST,TGO,681,
Oberkirch-Köhlersdl,4546,NAST,TGO,681,
Oberklingensporn,4548,NAST,VGN,145,
Oberkochen,4549,NAST,OAM,115,
Oberkotzau,287,NAST,VGN,145,
Oberkrozingen,4454,NAST,RVF,26,
Oberlahnstein,4550,NAST,VRM,394,
Oberlangenstadt,4551,NAST,VGN,145,
Oberlauscha,12527,NAST,,1310,
Oberlenningen,4553,NAST,VVS,282,
Oberlichtenau,12528,NAST,VMS,60,
Oberlindhart,4554,NAST,,61,
Oberlinxweiler,4555,NAST,SVV,381,
Obermaubach,4450,NAST,,65,
Obermohr,4557,NAST,,194,
Obernau,4558,NAST,VAB,157,*
Obernbreit,4559,NAST,VVM,92,
Obernburg-Elsenfeld,4560,NAST,VAB,157,
Oberndorf(Neckar),4563,NAST,VVR,204,
Oberndorf(Wittgen),4564,NAST,VGW,218,
Oberneufnach,4566,NAST,AVV,413,
Obernhof(Lahn),4567,NAST,VRM,393,
Obernsees,4569,NAST,VGN,423,
Obernzell,4570,NAST,VLP,96,
Oberoderwitz,10259,NAST,VON,298,
Oberoderwitz Oberd,12530,NAST,VON,298,
Oberottmarshausen,4571,NAST,AVV,20,
Oberöwisheim,6005,NAST,KVV,108,
Ober Ramstadt,4497,NAST,RMV,254,
Oberriedenberg,4574,NAST,,343,
Oberröblingen,12532,NAST,,1067,
Oberrohn,12533,NAST,,1085,
Oberrothenbach,12534,NAST,VMS,477,*
Oberrotweil,4556,NAST,RVF,29,
Oberschefflenz,4577,NAST,VRN,465,
Oberschleißheim,4580,NAST,MVV,264,
Oberschlottwitz,12535,NAST,VVO,1113,
Obersdorf,12537,NAST,VBB,1034,
Obersinn,4583,NAST,VVM,343,
Oberstaufen,4584,NAST,BOD,412,
Oberstdorf,4585,NAST,,412,
Oberstenfeld,4586,NAST,VVS,239,
Oberstreu,4588,NAST,,343,
Obertheres,4591,NAST,VGN,19,
Obertraubling,4592,NAST,,61,*
Obertshausen(Kr Of),4593,NAST,RMV,98,
Obertsrot,4594,NAST,KVV,188,
Oberursel(Taunus),4596,NAST,RMV,380,
Oberursel-Stierstadt,4599,NAST,RMV,380,
Oberursel-Weiß/Stei,6304,NAST,RMV,380,
Oberviechtach,4598,NAST,,418,
Obervogelgesang,12540,NAST,VVO,1331,
Oberweimar,12541,NAST,VMT,1306,*
Oberwerrn,4453,NAST,,343,
Oberwesel,4601,NAST,VRM,315,
Ober Widdersheim,4499,NAST,RMV,325,
Oberwinden,4603,NAST,RVF,29,
Oberwinter,4604,NAST,VRM,66,
Oberzell,4605,NAST,BOD,80,*
Obstfelderschmiede,10260,NAST,VMT,1052,
Ochenbruck,4609,NAST,VGN,314,
Ochsenfurt,818,NAST,VVM,92,
Ochtmersleben,12546,NAST,MAR,1100,
Ochtrup,4613,NAST,VGM,102,
Ockenheim,4614,NAST,RNN,88,
Odenheim,4619,NAST,KVV,108,
Oderin,12549,NAST,VBB,1070,
Oebisfelde,10261,AST,MAR,"1025,1030",
Oederan,12550,NAST,VMS,152,
Oegeln,12551,NAST,VBB,1065,
Oehna,12552,NAST,VBB,1157,
Oelde,4626,NAST,VGM,242,
Oelsnitz(Erzgeb),12553,NAST,VMS,33,
Oelsnitz(Vogtl),12554,NAST,VVV,268,
Oelsnitz Bahnhofstr,12556,NAST,VMS,33,
Oerel,4618,NAST,HVV,126,
Oerlenbach,4629,NAST,,343,
Oerlinghausen,4630,NAST,OWL,106,
Oertzenhof,12555,NAST,,1206,
Oesede,4628,NAST,,163,
Oestrich-Winkel,4635,NAST,RMV,394,
Oeventrop,4642,NAST,VRL,260,
Offenau,4643,NAST,HNV,277,
Offenbach(M)Kaiserl,4648,NAST,RMV,98,*
Offenbach(M)Ledermu,4646,NAST,RMV,98,*
Offenbach(M)Marktpl,4641,NAST,RMV,98,*
Offenbach(Main)Hbf,349,NAST,RMV,98,*
Offenbach(Main)Ost,4645,NAST,RMV,98,*
Offenbach-Bieber,4647,NAST,RMV,98,*
Offenbach-Waldhof,4640,NAST,RMV,98,*
Offenburg,290,HAST,TGO,"681,29,206",*
Offenburg Krs.Schulz,4639,NAST,TGO,206,*
Offendorf,4649,NAST,,12,
Offenhausen,4602,NAST,NAL,399,
Offensen(Kr North),4652,NAST,VSN,112,
Offingen,4654,NAST,,413,
Oftersheim,4658,NAST,VRN,74,
Oggersheim RNV,4659,NAST,RNV,133,*
Ohlstadt,4662,NAST,,125,
Öhringen-Cappel,4620,NAST,HNV,243,*
Öhringen Hbf,4623,NAST,HNV,243,*
Öhringen West,4624,NAST,HNV,243,*
Okarben,4664,NAST,RMV,380,
Oker,4665,NAST,VRB,375,
Olbernhau,12558,NAST,VMS,1116,
Olbernhau-Grünthal,12559,NAST,VMS,1116,
Olbernhau West,12571,NAST,VMS,1116,
Olbersleben-Ellersl.,12562,NAST,,384,
Ölbronn-Dürrn,4632,NAST,VPE,190,
Olching,4667,NAST,MVV,310,
Oldenburg(Holst),4669,HAST,SHT,"192,304",
Oldenburg(Oldb)Hbf,291,AST,VBN,"416,326,281,396",*
Oldenburg-Wechloy,4670,NAST,VBN,281,
Oldenbüttel,4668,NAST,VBN,126,
Oldendorf,4672,NAST,HVV,392,
Oldentrup,4673,NAST,OWL,106,*
Olpe,4674,NAST,VGW,31,
Olsberg,4676,NAST,VRL,260,
Olsbrücken,4677,NAST,VRN,15,
Opladen,853,NAST,VRS,90,*
Oppenau,4679,NAST,TGO,681,
Oppenheim,4680,NAST,RNN,71,
Oppenweiler(Württ),4681,NAST,VVS,543,
Oppurg,12563,NAST,VMT,1323,
Oranienburg,13487,NAST,VBB,1034,
Orlamünde,10264,NAST,VMT,1306,
Orschweier,4683,NAST,TGO,29,
Orsenhausen-Bußm.,4684,NAST,DIN,399,
Ortenburg(Niederbay),4687,NAST,VLP,473,
Ortrand,12565,NAST,VBB,363,
Oschatz,13461,NAST,MDV,1133,
Oschersleben(Bode),10266,NAST,MAR,352,
Osnabrück Altstadt,4689,NAST,,58,*
Osnabrück Hbf,294,HAST,,"163,389,72,58,458",*
Osnabrück-Sutthsn.,4690,NAST,VGM,163,
Oßmannstedt,12567,NAST,VMT,398,
Ostbevern,1183,NAST,VGM,458,
Ostelsheim,4692,NAST,VGC,3,
Osterburg,12568,NAST,,1132,
Osterburken,295,AST,VRN,"469,278,346",
Osterhofen(Nby),4700,NAST,,473,
Osterholz-Scharmbeck,4702,NAST,VBN,126,
Ostermünchen,4703,NAST,MVV,264,
Osternienburg,12570,NAST,MDV,1016,
Osterode a. H. Leege,4705,NAST,VSN,338,*
Osterode a. H. Mitte,4704,NAST,VSN,338,*
Osterspai,4706,NAST,VRM,394,
Osterstedt,4707,NAST,SHT,500,
Osterwald,4709,NAST,,76,
Osterweddingen,12572,NAST,MAR,352,
Ostheim(b Butzbach),4712,NAST,RMV,331,
Ostheim(Kr Hanau),4713,NAST,RMV,401,
Ostheim v Rhön,4711,NAST,,408,
Osthofen,4714,NAST,VRN,71,
Ostrach,4717,NAST,,485,
Ostrau,12576,NAST,MDV,478,
Ostseebad Binz,11191,NAST,,1091,
Ötigheim,4636,NAST,KVV,276,
Ötisheim,4637,NAST,VPE,190,
Ottenau,4722,NAST,KVV,188,
Ottendorf(Mittweida),12593,NAST,VMS,60,
Ottendorf-Okrilla Hp,12594,NAST,VVO,363,
Ottendorf-Okrilla N,12595,NAST,VVO,363,
Ottendorf-Okrilla S,12596,NAST,VVO,363,
Ottenhöfen,4721,NAST,TGO,681,
Ottenhofen(Oberbay),4723,NAST,MVV,264,
Ottenhofen-Bergel,4724,NAST,VGN,57,
Ottenhöfen West,4729,NAST,TGO,681,
Ottensoos,4725,NAST,VGN,314,
Otterfing,4726,NAST,MVV,264,
Otterndorf,4727,NAST,,34,
Ottersberg(Han),4728,NAST,VBN,37,
Otterwisch,12597,NAST,MDV,481,
Otting,4730,NAST,,7,
Otting-Weilheim,4731,NAST,AVV,406,
Ottobrunn,4733,NAST,MVV,264,*
Ottweiler(Saar),875,NAST,SVV,381,
Otzberg Lengfeld,3641,NAST,RMV,254,
Otze,4735,NAST,GVH,83,
Ovelgünne,12599,NAST,MAR,1100,
Overath,4739,NAST,VRS,90,
Owen(Teck),4740,NAST,VVS,282,
Owschlag,4741,NAST,SHT,289,
Oy-Mittelberg,4742,NAST,,79,
Paar,4743,NAST,AVV,310,
Paderb.-Schl.Neuhaus,5370,NAST,HST,238,
Paderborn Hbf,297,HAST,HST,"160,238",*
Paderborn Kassel.Tor,4744,NAST,HST,238,*
Paderborn Nord,4745,NAST,HST,238,*
Paderborn-Sennelager,5534,NAST,HST,238,
Paffendorf,4746,NAST,VRS,220,
Paindorf,4747,NAST,,264,
Palzem,4748,NAST,VRT,186,
Pankofen,4749,NAST,WBV,107,
Pansdorf,4750,NAST,SHT,304,
Papenburg(Ems),4751,NAST,,334,
Papendorf,12603,NAST,VVW,1340,
Papiermühle(Stadtr),12604,NAST,VMT,1306,
Pappenheim,4753,NAST,VGN,314,
Parkentin,12609,NAST,VVW,1212,
Parsberg,4755,NAST,VGN,314,
Partenstein,4756,NAST,VVM,118,
Pasewalk,10268,HAST,,"1232,1233,1206,1003",*
Pasewalk Ost,12610,NAST,,1233,*
Passau Hbf,298,HAST,VLP,"96,117,261,473,93,95",*
Passow(Uckermark),12611,NAST,VBB,1122,
Patersdorf,4736,NAST,WBV,107,
Paulinenaue,12614,NAST,VBB,1351,
Paulinzella,12615,NAST,VMT,484,
Pechbrunn,4758,NAST,VGN,153,
Pegau,10269,NAST,MDV,1012,
Pegnitz,4759,NAST,VGN,314,
Peine,4760,NAST,VRB,89,
Peiß,4761,NAST,MVV,264,
Peißen,12619,NAST,MDV,1029,
Peißenberg,4762,NAST,,136,
Peißenberg Nord,4763,NAST,,136,
Peiting Nord,4764,NAST,,136,
